Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
RA,Brookfield Real Assets Income Fund Inc.,17.05,751409561.1,,2016.0,,,https://old.nasdaq.com/symbol/ra,
BEPC,Brookfield Renewable Corporation,52.01,12548866335.53,,2020.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bepc,
BEP,Brookfield Renewable Partners L.P.,45.95,8412613534.75,,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/bep,
BEP^A,Brookfield Renewable Partners L.P.,26.56,0.0,,,,,https://old.nasdaq.com/symbol/bep^a,
BRKL,"Brookline Bancorp, Inc.",9.07,715797806.11,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/brkl,
BCAC,Brookline Capital Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/bcac,
BCACU,Brookline Capital Acquisition Corp.,,0.0,,,Finance,Business Services,https://old.nasdaq.com/symbol/bcacu,
BRKS,"Brooks Automation, Inc.",45.51,3356828795.46,,1995.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/brks,
BRO,"Brown & Brown, Inc.",44.8,12670061779.2,,,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/bro,
BF.A,Brown Forman Corporation,,0.0,,,,,https://old.nasdaq.com/symbol/bf.a,
BF.B,Brown Forman Corporation,,0.0,,,,,https://old.nasdaq.com/symbol/bf.b,
BRP,"BRP Group, Inc.",26.38,2094702185.3,,2019.0,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/brp,
DOOO,BRP Inc.,51.18,4474905028.74,,,Capital Goods,Industrial Specialties,https://old.nasdaq.com/symbol/dooo,
BRT,BRT Apartments Corp.,12.56,206389135.36,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brt,
BRKR,Bruker Corporation,38.63,5913682937.09,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/brkr,
BC,Brunswick Corporation,59.92,4743372779.04,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bc,
BC^A,Brunswick Corporation,27.235,0.0,,,,,https://old.nasdaq.com/symbol/bc^a,
BC^B,Brunswick Corporation,27.368000000000002,0.0,,,,,https://old.nasdaq.com/symbol/bc^b,
BC^C,Brunswick Corporation,27.3,0.0,,,,,https://old.nasdaq.com/symbol/bc^c,
BMTC,Bryn Mawr Bank Corporation,26.64,530894733.84,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bmtc,
BSQR,BSQUARE Corporation,1.37,18022540.43,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/bsqr,
BKE,"Buckle, Inc. (The)",21.56,1065230680.36,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/bke,
BVN,Buenaventura Mining Company Inc.,12.28,3118958726.76,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bvn,
BBW,"Build-A-Bear Workshop, Inc.",3.46,53946773.38,,2004.0,Consumer Services,Recreational Products/Toys,https://old.nasdaq.com/symbol/bbw,
BLDR,"Builders FirstSource, Inc.",31.705,3700692093.825,,2005.0,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bldr,
BG,Bunge Limited,47.61,6648398992.71,,2001.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bg,
BTAQU,Burgundy Technology Acquisition Corporation,10.0,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/btaqu,
BURL,"Burlington Stores, Inc.",209.73,13876486165.29,,2013.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl,
BNR,Burning Rock Biotech Limited,22.71,352572750.0,15525000.0,2020.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/bnr,
BFST,"Business First Bancshares, Inc.",14.74,304636960.1,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bfst,
BWXT,"BWX Technologies, Inc.",59.25,5645896476.0,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bwxt,
BY,"Byline Bancorp, Inc.",11.46,440199709.32,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/by,
CFFI,C&F Financial Corporation,30.09,109785952.74,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cffi,
CHRW,"C.H. Robinson Worldwide, Inc.",103.13,13904337551.39,,1997.0,Transportation,Oil Refining/Marketing,https://old.nasdaq.com/symbol/chrw,
CABA,"Cabaletta Bio, Inc.",11.68,280782457.92,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/caba,
CABO,"Cable One, Inc.",1732.24,10428672029.36,,2015.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cabo,
CBT,Cabot Corporation,39.49,2229666333.07,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt,
CCMP,Cabot Microelectronics Corporation,140.46,4081102943.28,,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ccmp,
COG,Cabot Oil & Gas Corporation,19.39,7728463892.59,,1990.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cog,
CACI,"CACI International, Inc.",218.15,5474861466.25,,,Technology,EDP Services,https://old.nasdaq.com/symbol/caci,
WHD,"Cactus, Inc.",20.85,1569551178.9,,2018.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/whd,
CADE,Cadence Bancorporation,8.91,1122328245.06,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cade,
CDNS,"Cadence Design Systems, Inc.",99.76,27812489440.0,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cdns,
CDZI,"Cadiz, Inc.",10.055,349909073.05,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cdzi,
CAE,CAE Inc,15.06,4001514318.12,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae,
CZR,"Caesars Entertainment, Inc.",56.2,9038848769.6,,,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/czr,
CSTE,Caesarstone Ltd.,10.12,348139273.68,,2012.0,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cste,
CAI,"CAI International, Inc.",27.24,478151047.56,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai,
CAI^A,"CAI International, Inc.",24.05,0.0,,,,,https://old.nasdaq.com/symbol/cai^a,
CAI^B,"CAI International, Inc.",24.2006,0.0,,,,,https://old.nasdaq.com/symbol/cai^b,
CLBS,"Caladrius Biosciences, Inc.",1.92,37100365.44,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/clbs,
CHY,Calamos Convertible and High Income Fund,11.95,875342315.85,,2003.0,,,https://old.nasdaq.com/symbol/chy,
CHI,Calamos Convertible Opportunities and Income Fund,11.24,797183680.6,,2002.0,,,https://old.nasdaq.com/symbol/chi,
CCD,Calamos Dynamic Convertible & Income Fund,23.26,569532916.08,,,,,https://old.nasdaq.com/symbol/ccd,
CHW,Calamos Global Dynamic Income Fund,8.29,491983189.65,,2007.0,,,https://old.nasdaq.com/symbol/chw,
CGO,Calamos Global Total Return Fund,12.3,108439727.4,,2005.0,,,https://old.nasdaq.com/symbol/cgo,
CPZ,Calamos Long/Short Equity & Dynamic Income Trust,15.14,0.0,,2019.0,,,https://old.nasdaq.com/symbol/cpz,
CSQ,Calamos Strategic Total Return Fund,13.41,2077273381.41,,2004.0,,,https://old.nasdaq.com/symbol/csq,
CAMP,CalAmp Corp.,8.745,300517841.085,,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/camp,
CVGW,"Calavo Growers, Inc.",68.37,1207196509.92,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/cvgw,
CMCL,Caledonia Mining Corporation Plc,19.4,235105166.2,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/cmcl,
CAL,"Caleres, Inc.",11.0,417033716.0,,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/cal,
CALB,California BanCorp,12.85,104514922.45,,,Finance,Major Banks,https://old.nasdaq.com/symbol/calb,
CWT,California Water  Service Group Holding,41.85,2067306300.0,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/cwt,
CALA,"Calithera Biosciences, Inc.",3.82,269534276.02,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cala,
CALX,"Calix, Inc",19.15,1176224540.05,,2010.0,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/calx,
ELY,Callaway Golf Company,18.99,1788165700.56,,1992.0,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely,
CALT,Calliditas Therapeutics AB,23.8,95051131.0,3993745.0,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/calt,
CPE,Callon Petroleum Company,5.93,235703665.31,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cpe,
CALM,"Cal-Maine Foods, Inc.",39.03,1892983023.54,,1996.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/calm,
CLMT,"Calumet Specialty Products Partners, L.P.",2.85,222319499.7,,2006.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/clmt,
CLXT,"Calyxt, Inc.",6.38,211716063.68,,2017.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/clxt,
CEI,"Camber Energy, Inc.",0.4947,11807080.5891,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cei,
CMBM,Cambium Networks Corporation,16.47,423061579.53,,2019.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/cmbm,
CATC,Cambridge Bancorp,51.13,354207778.96,,,Finance,Major Banks,https://old.nasdaq.com/symbol/catc,
CAC,Camden National Corporation,30.77,460416740.9,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cac,
CPT,Camden Property Trust,88.97,8665310375.96,,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cpt,
CCJ,Cameco Corporation,10.48,4148468238.88,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ccj,
CPB,Campbell Soup Company,45.44,13730351517.44,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cpb,
CWH,"Camping World Holdings, Inc.",30.06,2663129658.06,,2016.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cwh,
CAMT,Camtek Ltd.,15.36,601334707.2,,2000.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/camt,
CAN,Canaan Inc.,1.86,93901103.04,50484464.0,2019.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/can,
GOOS,Canada Goose Holdings Inc.,29.27,3223912626.21,,2017.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/goos,
CM,Canadian Imperial Bank of Commerce,77.23,34445266420.24,,,Finance,Commercial Banks,https://old.nasdaq.com/symbol/cm,
CNI,Canadian National Railway Company,105.13,74621274000.0,,,Transportation,Railroads,https://old.nasdaq.com/symbol/cni,
CNQ,Canadian Natural Resources Limited,17.58,20762648040.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/cnq,
CP,Canadian Pacific Railway Limited,300.65,40748186761.45,,,Transportation,Railroads,https://old.nasdaq.com/symbol/cp,
CSIQ,Canadian Solar Inc.,29.28,1728740595.36,,2006.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/csiq,
CGIX,"Cancer Genetics, Inc.",4.39,10130416.68,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cgix,
CANF,Can-Fite Biopharma Ltd,1.89,29132425.98,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/canf,
CANG,Cango Inc.,4.9,739769606.1,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cang,
CNNE,"Cannae Holdings, Inc.",36.17,3315206381.65,,2017.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cnne,
CAJ,"Canon, Inc.",16.4,17150726186.8,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/caj,
CGC,Canopy Growth Corporation,16.36,6074012079.52,,,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/cgc,
CMD,Cantel Medical Corp.,42.94,1810105556.12,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/cmd,
CPHC,Canterbury Park Holding Corporation,13.0,61219184.0,,,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/cphc,
CBNK,"Capital Bancorp, Inc.",9.66,133503354.18,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbnk,
CCBG,Capital City Bank Group,20.27,340136194.52,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccbg,
COF,Capital One Financial Corporation,75.79,34608424629.35,,1994.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cof,
COF^F,Capital One Financial Corporation,25.25,0.0,,,,,https://old.nasdaq.com/symbol/cof^f,
COF^G,Capital One Financial Corporation,25.81,0.0,,,,,https://old.nasdaq.com/symbol/cof^g,
COF^H,Capital One Financial Corporation,26.033,0.0,,,,,https://old.nasdaq.com/symbol/cof^h,
COF^I,Capital One Financial Corporation,25.21,0.0,,,,,https://old.nasdaq.com/symbol/cof^i,
COF^J,Capital One Financial Corporation,24.31,0.0,,,,,https://old.nasdaq.com/symbol/cof^j,
CPLP,Capital Product Partners L.P.,6.78,126264618.0,,2007.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/cplp,
CSU,Capital Senior Living Corporation,0.6577,20995595.9635,,1997.0,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/csu,
CSWC,Capital Southwest Corporation,14.06,261349248.4,,,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/cswc,
CSWCL,Capital Southwest Corporation,25.19,0.0,,,Consumer Non-Durables,Textiles,https://old.nasdaq.com/symbol/cswcl,
BXMT,"Capital Trust, Inc.",23.5,3435636315.0,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt,
CPTA,Capitala Finance Corp.,10.07,27300636.02,,2013.0,,,https://old.nasdaq.com/symbol/cpta,
CPTAG,Capitala Finance Corp.,22.7699,0.0,,,,,https://old.nasdaq.com/symbol/cptag,
CPTAL,Capitala Finance Corp.,23.5,0.0,,,,,https://old.nasdaq.com/symbol/cptal,
CFFN,"Capitol Federal Financial, Inc.",9.28,1313264730.88,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cffn,
CPRI,Capri Holdings Limited,20.84,3133183610.52,,2011.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cpri,
CAPR,"Capricor Therapeutics, Inc.",5.56,109665706.88,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/capr,
CSTR,"CapStar Financial Holdings, Inc.",9.86,216266844.02,,2016.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cstr,
CPSR,Capstar Special Purpose Acquisition Corp.,9.9,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/cpsr,
CPSR.U,Capstar Special Purpose Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/cpsr.u,
CPSR.WS,Capstar Special Purpose Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/cpsr.ws,
CMO,Capstead Mortgage Corporation,6.2,598106119.8,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cmo,
CMO^E,Capstead Mortgage Corporation,24.0,0.0,,,,,https://old.nasdaq.com/symbol/cmo^e,
CPST,Capstone Turbine Corporation,4.15,45749272.15,,2000.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cpst,
CARA,"Cara Therapeutics, Inc.",14.53,681264492.03,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cara,
CRDF,"Cardiff Oncology, Inc.",8.71,202314948.03,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/crdf,
CAH,"Cardinal Health, Inc.",47.68,13943733686.72,,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah,
CSII,"Cardiovascular Systems, Inc.",35.84,1421739934.72,,1981.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/csii,
CDLX,"Cardlytics, Inc.",65.52,1787785534.08,,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/cdlx,
CATM,Cardtronics plc,20.8,925119644.8,,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/catm,
CDNA,"CareDx, Inc.",34.03,1666239849.53,,2014.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cdna,
CTRE,"CareTrust REIT, Inc.",18.59,1779744342.09,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ctre,
CARG,"CarGurus, Inc.",23.33,2635717878.41,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/carg,
CSL,Carlisle Companies Incorporated,122.41,6681114664.51,,,Basic Industries,Specialty Chemicals,https://old.nasdaq.com/symbol/csl,
KMX,CarMax Inc,103.07,16808424929.34,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kmx,
CCL,Carnival Corporation,15.31,13512628735.35,,1987.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl,
CUK,Carnival Corporation,12.45,8847867894.0,,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/cuk,
PRTS,"CarParts.com, Inc.",12.67,599551571.22,,2007.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prts,
CRS,Carpenter Technology Corporation,20.02,959894095.16,,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/crs,
CSV,"Carriage Services, Inc.",21.46,384861880.28,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/csv,
CARR,Carrier Global Corporation,30.79,26669219364.72,,2020.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/carr,
TAST,"Carrols Restaurant Group, Inc.",6.54,344813743.56,,2006.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/tast,
CARS,Cars.com Inc.,8.6,577920232.2,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cars,
CARE,Carter Bank & Trust,7.01,184957455.01,,,,,https://old.nasdaq.com/symbol/care,
CRI,"Carter&#39;s, Inc.",86.99,3795815696.19,,2003.0,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/cri,
CVNA,Carvana Co.,164.78,28117211406.9,,2017.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/cvna,
CARV,"Carver Bancorp, Inc.",6.19,17687367.9,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/carv,
CASA,"Casa Systems, Inc.",4.26,354154324.68,,2017.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/casa,
CWST,"Casella Waste Systems, Inc.",55.5,2684590389.0,,1997.0,Public Utilities,Environmental Services,https://old.nasdaq.com/symbol/cwst,
CASY,"Caseys General Stores, Inc.",173.41,6402431245.93,,1983.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/casy,
CASI,"CASI Pharmaceuticals, Inc.",1.62,200789002.98,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/casi,
CSPR,Casper Sleep Inc.,7.99,320810852.54,,2020.0,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/cspr,
CASS,"Cass Information Systems, Inc",38.27,551894693.33,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cass,
SAVA,"Cassava Sciences, Inc.",10.07,250937683.31,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/sava,
CSTL,"Castle Biosciences, Inc.",51.04,1004577242.24,,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/cstl,
CSLT,"Castlight Health, inc.",1.11,167200445.52,,2014.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cslt,
CTRM,Castor Maritime Inc.,0.158,20731555.408,,,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/ctrm,
CATB,"Catabasis Pharmaceuticals, Inc.",7.0,133565383.0,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/catb,
CTLT,"Catalent, Inc.",84.87,13930468358.13,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ctlt,
CBIO,"Catalyst Biosciences, Inc. ",4.82,106343852.8,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbio,
CPRX,"Catalyst Pharmaceuticals, Inc.",3.36,347637225.6,,2006.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cprx,
CTT,"CatchMark Timber Trust, Inc.",9.17,447179607.49,,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ctt,
CAT,"Caterpillar, Inc.",152.39,82520186964.25,,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cat,
CATY,Cathay General Bancorp,22.85,1819317022.85,,,Finance,Major Banks,https://old.nasdaq.com/symbol/caty,
CATO,Cato Corporation (The),8.3,198850445.5,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato,
CVCO,"Cavco Industries, Inc.",170.3,1563392998.7,,,Basic Industries,Homebuilding,https://old.nasdaq.com/symbol/cvco,
CBFV,"CB Financial Services, Inc.",20.0,107874240.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbfv,
CBAT,"CBAK Energy Technology, Inc.",0.93,60589211.7,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cbat,
YCBD,"cbdMD, Inc.",2.29,119321933.92,,2017.0,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/ycbd,
YCBD^A,"cbdMD, Inc.",8.68,0.0,,,,,https://old.nasdaq.com/symbol/ycbd^a,
CBZ,"CBIZ, Inc.",22.8,1246741984.8,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cbz,
CBL,"CBL & Associates Properties, Inc.",0.1989,38601140.1867,,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cbl,
CBL^D,"CBL & Associates Properties, Inc.",0.74,0.0,,,,,https://old.nasdaq.com/symbol/cbl^d,
CBL^E,"CBL & Associates Properties, Inc.",0.7007,0.0,,,,,https://old.nasdaq.com/symbol/cbl^e,
CBMB,"CBM Bancorp, Inc.",12.8,48458982.4,,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cbmb,
CBO,CBO (Listing Market - NYSE - Networks A/E),13.3,0.0,,,,,https://old.nasdaq.com/symbol/cbo,
CBOE,"Cboe Global Markets, Inc.",90.85,10158733437.5,,2010.0,,,https://old.nasdaq.com/symbol/cboe,
IGR,CBRE Clarion Global Real Estate Income Fund,6.08,708870203.52,,2004.0,,,https://old.nasdaq.com/symbol/igr,
CBRE,"CBRE Group, Inc.",48.48,16254267598.56,,,Finance,Real Estate,https://old.nasdaq.com/symbol/cbre,
CBTX,"CBTX, Inc.",15.78,393722282.7,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbtx,
CBX,CBX (Listing Market NYSE Networks AE,1.41,0.0,,,,,https://old.nasdaq.com/symbol/cbx,
PCPL,CC Neuberger Principal Holdings I,10.54,598145000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/pcpl,
PCPL.U,CC Neuberger Principal Holdings I,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/pcpl.u,
PCPL.WS,CC Neuberger Principal Holdings I,,0.0,,,,,https://old.nasdaq.com/symbol/pcpl.ws,
PRPB.U,CC Neuberger Principal Holdings II,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/prpb.u,
CDK,"CDK Global, Inc.",43.63,5302815330.88,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cdk,
CDW,CDW Corporation,112.82,16095990928.38,,2013.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/cdw,
CECE,CECO Environmental Corp.,8.33,295663029.13,,,Capital Goods,Pollution Control Equipment,https://old.nasdaq.com/symbol/cece,
FUN,"Cedar Fair, L.P.",29.9,1695537685.4,,1987.0,Consumer Services,Services-Misc. Amusement & Recreation,https://old.nasdaq.com/symbol/fun,
CDR,"Cedar Realty Trust, Inc.",0.8012,71569734.6112,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cdr,
CDR^B,"Cedar Realty Trust, Inc.",19.5,0.0,,,,,https://old.nasdaq.com/symbol/cdr^b,
CDR^C,"Cedar Realty Trust, Inc.",17.81,0.0,,,,,https://old.nasdaq.com/symbol/cdr^c,
CE,Celanese Corporation,113.82,13463843262.66,,2005.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce,
CELC,Celcuity Inc.,5.77,59368989.81,,2017.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/celc,
CLS,"Celestica, Inc.",7.68,991137822.72,,1998.0,Technology,Electrical Products,https://old.nasdaq.com/symbol/cls,
CELG~,Celgene Corporation,0.41,0.0,,,,,https://old.nasdaq.com/symbol/celg~,
CEL,"Cellcom Israel, Ltd.",3.78,565517480.22,,2007.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cel,
CLDX,"Celldex Therapeutics, Inc.",12.94,506296237.12,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/cldx,
APOP,Cellect Biotechnology Ltd.,2.18,8500125.2,3899140.0,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apop,
APOPW,Cellect Biotechnology Ltd.,0.073,0.0,,2016.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apopw,
CLRB,"Cellectar Biosciences, Inc.",1.21,32218225.93,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clrb,
CLRBZ,"Cellectar Biosciences, Inc.",0.37,0.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clrbz,
CLLS,Cellectis S.A.,20.84,365809730.0,17553250.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/clls,
CBMG,"Cellular Biomedicine Group, Inc.",18.7,363396707.3,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbmg,
CVM,Cel-Sci Corporation,14.34,553869364.56,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cvm,
CLSN,Celsion Corporation,0.7895,26748870.2835,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/clsn,
CELH,"Celsius Holdings, Inc.",21.92,1525316965.76,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/celh,
CYAD,Celyad SA,9.76,15128058.56,1550006.0,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cyad,
CPAC,Cementos Pacasmayo S.A.A.,7.2645,621996435.1005,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cpac,
CX,Cemex S.A.B. de C.V.,3.83,5786031303.22,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cx,
CETX,Cemtrex Inc.,1.03,17245634.02,,,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/cetx,
